FK Senica,MFK Zemplín Michalovce,24.11.2018,14:00,FK Senica,2,4,"Roberto Dias Correia Filho (16), Roberto Dias Correia Filho (38), Cheick Alan Diarra (9), Peter Kolesár (36), Sadam Sulley (84), Llazaros Rota (87)","Victor  Nirennold (72), Llazaros  Rota (85)",
FC ViOn Zlaté Moravce - Vráble,FK Železiarne Podbrezová,24.11.2018,14:00,ViOn Aréna,1,0,Ewerton Paixao Da Silva (18),"Dávid  Richtárech (26), Peter  Čögley (75), Patrik  Banovič (82), Karol  Karlík (88), Denis  Duga (90), Michal  Obročník (15), Alexander  Mojžiš (36), Matej  Podstavek (79), Daniel  Magda (90)",
FK Železiarne Podbrezová,ŠKF ORION TIP Sereď,01.12.2018,14:00,Zelpo Arena,1,1,"Michal Obročník (12), Ľubomír Ulrich (17)","Michal  Obročník (15), Dávid  Leško (25), Tomáš  Hučko (45), Pavol  Penksa (90)",
MFK Zemplín Michalovce,FC ViOn Zlaté Moravce - Vráble,01.12.2018,14:00,Mestský futbalový štadión,3,0,"Matúš Vojtko (45), Peter Kolesár (pen) (61), Tomasz Nawotka (85)","Sadam  Sulley (81), Dávid  Richtárech (57), Oliver  Práznovský (87)",
FC Nitra,FK Senica,01.12.2018,14:00,"FC Nitra, a.s.",1,0,Matúš Kuník (17),"Carlos Daniel  Kay (61), Jean  Deretti (77)",
MFK Ružomberok,FC Spartak Trnava,02.12.2018,14:00,MFK Ružomberok,3,1,"Štefan Gerec (11), Filip Twardzik (pen) (53), Tihomir Kostadinov (79), Kubilay Türk Yilmaz (88)","Tihomir  Kostadinov (79), Marek  Bakoš (47), Lukáš  Greššák (61)",
FC ViOn Zlaté Moravce - Vráble,AS Trenčín,30.07.2016,19:00,ViOn Aréna,3,0,"Michal Ranko (10), Martin Válovčan (54), Jozef Rejdovian (63)","Michal  Pintér (86), Peter  Kleščík (11), Denis  Jančo (57), Erik  Prekop (85)",Maduka Christopher  Udeh (19)
AS Trenčín,FK Železiarne Podbrezová,09.04.2017,17:30,Štadión Sihoť,2,0,"Jakub Paur (11), Rangelo Janga (66)","Peter  Kleščík (47), Abdul Musa  Zubairu (58), Jakub  Paur (64), Desley  Ubbink (68), Patrik  Vajda (34), Ján  Krivák (43)",
AS Trenčín,ŠK Slovan Bratislava ,01.12.2018,13:45,Spartak  Myjava,0,3,"Andraž Šporar (7), Marin Ljubičič (27), Moha Kadfi (59)",Reuben  Yem (1),
MŠK Žilina,FC DAC 1904 Dunajská Streda,01.12.2018,15:30,Štadión MŠK Žilina,2,2,"Michal Škvarka (44), Filip Balaj (90), Vakoun Bayo (40), Kristopher Vida (54)","Enis  Fazlagič (47), Filip  Kaša (80), Vakoun  Bayo (19), Eric  Davis (26), Zsolt  Kalmár (63), Marko  Divkovič (85)",
ŠKF ORION TIP Sereď,FC DAC 1904 Dunajská Streda,08.12.2018,14:00,"FC Nitra, a.s.",0,1,Ľubomír Šatka (90),"Aldo  Baez (6), Nikola  Gatarič (10), Ľubomír  Michalík (18), Martin  Sus (62), Adam  Morong (66), Tomáš  Hučko (85), Máté  Vida (6), Eric  Davis (21), Souleymane  Kone (35), Christián  Herc (55)",
ŠK Slovan Bratislava ,MŠK Žilina,08.12.2018,13:45,Pasienky,5,2,"Artem Suchockij (11), Marin Ljubičič (31), Andraž Šporar (pen) (40), Mitch Apau (42), David Strelec (62), Róbert Boženík (69), Filip Kaša (86)","Dejan  Dražič (75), Miroslav  Káčer (49), Ivan  Diaz (70)",
FC Spartak Trnava,AS Trenčín,08.12.2018,15:45,Štadión Antona Malatinského,3,1,"Kubilay Türk Yilmaz (5), Erik Grendel (29), Kubilay Türk Yilmaz (83), Milan Corryn (24)","Boris  Godál (3), Kubilay Türk  Yilmaz (84), Matej  Oravec (89), Achraf  El Mahdioui (90)",
FK Senica,MFK Ružomberok,08.12.2018,14:00,FK Senica,1,1,"Frank Castaneda (35), Dalibor Takáč (1)","Frank  Castaneda (35), Carlos Daniel  Kay (72)",
FC ViOn Zlaté Moravce - Vráble,FC Nitra,08.12.2018,14:00,ViOn Aréna,0,3,"Andrej Fábry (46), Andrej Fábry (75), Andrej Fábry (84)","Karol  Karlík (67), Martin  Chren (71), Richard  Križan (56), Abdulrahman  Taiwo (59)",
FK Železiarne Podbrezová,MFK Zemplín Michalovce,08.12.2018,14:00,Zelpo Arena,0,1,Blažej Vaščak (90),"Dávid  Leško (67), Stanislav  Danko (31), Blažej  Vaščak (44), Jakub  Grič (54), Dawid  Kurminowski (82)",
MFK Zemplín Michalovce,ŠKF ORION TIP Sereď,16.02.2019,14:00,Mestský futbalový štadión,1,0,Igor Žofčák (pen) (11),"Sadam  Sulley (36), Matúš  Vojtko (79), Ľubomír  Michalík (36), Aldo  Baez (40), Marek  Kuzma (50), Martin  Sus (80)",
FC Nitra,FK Železiarne Podbrezová,16.02.2019,14:00,"FC Nitra, a.s.",1,3,"Nikola Gatarič (11), Matej Oravec (32), Jozef Špyrka (58), Lukáš Urbanič (90)","Miloš  Šimončič (34), Márius  Charizopulos (76), Marek  Fábry (90)",
AS Trenčín,FC DAC 1904 Dunajská Streda,15.04.2017,14:30,Štadión Sihoť,0,1,Erik Pačinda (14),"James  Lawrence (36), Jakub  Paur (64), Marko  Živkovič (15), Pape Macou  Sarr (77), Yves Simon  Pambou (88)",
MFK Ružomberok,FC ViOn Zlaté Moravce - Vráble,16.02.2019,14:00,MFK Ružomberok,4,0,"Tihomir Kostadinov (16), Kristi Qose (36), Zinedin Mustedanagič (60), Ismar Tandir (85)","Zinedin  Mustedanagič (22), Dominik  Kružliak (43), Matej  Kochan (54), Peter  Čögley (57), Tomáš  Ďubek (83)",
AS Trenčín,FK Senica,16.02.2019,14:00,Spartak  Myjava,3,0,"Hamza Čatakovič (7), Desley Ubbink (pen) (82), Jakub Paur (90)",Gabriel  Dubois (20),Gabriel  Dubois (81)
MŠK Žilina,FC Spartak Trnava,16.02.2019,14:00,Štadión MŠK Žilina,1,1,"Ivan Diaz (87), David Alberto Depetris (65)","Filip  Kaša (41), Róbert  Boženík (44), Erik  Grendel (45), Marek  Janečka (89)",
FC DAC 1904 Dunajská Streda,ŠK Slovan Bratislava ,16.02.2019,16:00,MOL Aréna,0,1,Andraž Šporar (pen) (79),"Kristopher  Vida (85), Zsolt  Kalmár (90), Marin  Ljubičič (66), Andraž  Šporar (90)",
ŠKF ORION TIP Sereď,ŠK Slovan Bratislava ,23.02.2019,14:00,"FC Nitra, a.s.",0,1,Andraž Šporar (24),"Ľubomír  Michalík (21), Adam  Morong (34), Andraž  Šporar (64), Jurij  Medveděv (65), Dejan  Dražič (73), Kenan  Bajrič (75)",
FC Spartak Trnava,FC DAC 1904 Dunajská Streda,23.02.2019,14:00,Štadión Antona Malatinského,3,1,"Kubilay Türk Yilmaz (35), Kire Markoski (48), Kubilay Türk Yilmaz (68), Abdulrahman Taiwo (38)","Kubilay Türk  Yilmaz (23), Marek  Janečka (34), Kire  Markoski (54), Ľubomír  Šatka (32), Maksym  Tretjakov (80)",
FK Senica,MŠK Žilina,23.02.2019,14:00,FK Senica,0,1,Michal Tomič (23),"Erik  Otrísal (57), Roberto  Dias Correia Filho (66), Sofian  El Moudane (90), Miroslav  Káčer (42), Jaroslav  Mihalík (50), Filip  Balaj (88), Branislav  Sluka (89)",
FC ViOn Zlaté Moravce - Vráble,AS Trenčín,23.02.2019,14:00,ViOn Aréna,3,1,"Dávid Richtárech (15), Jakub Švec (54), Tomáš Ďubek (pen) (59), Osman Bukari (78)","Branislav  Ľupták (12), Dávid  Richtárech (44), Martin  Válovčan (62), Martin  Šulek (28), Jakub  Paur (38), Mohammed  Lamine (60)",
FK Železiarne Podbrezová,MFK Ružomberok,23.02.2019,14:00,Zelpo Arena,0,1,Zinedin Mustedanagič (60),"Michal  Obročník (39), Michal  Breznaník (77), Zinedin  Mustedanagič (20), Dominik  Kružliak (56), Kristi  Qose (73), Matúš  Macík (90)",
MFK Zemplín Michalovce,FC Nitra,23.02.2019,16:00,Mestský futbalový štadión,0,0,,"Matúš  Vojtko (67), Llazaros  Rota (73), Jose  Carrillo (81), Nikola  Gatarič (33), Ivan  Zgrablič (44), Tomáš  Vestenický (78), Marek  Fábry (90), Branislav  Pindroch (90)",
FK Železiarne Podbrezová,MFK Zemplín Michalovce,15.04.2017,15:00,Zelpo Arena,1,4,"Ľuboš Kupčík (54), Miroslav Viazanko (vl) (43), Igor Žofčák (pen) (67), Igor Žofčák (72), Stanislav Danko (76)",Kristi  Qose (32),
FC Nitra,ŠKF ORION TIP Sereď,02.03.2019,15:30,"FC Nitra, a.s.",0,2,"Tidiane Djiby Ba (29), Jaroslav Machovec (vl) (34)","Ivan  Zgrablič (31), Márius  Charizopulos (72)",
MFK Ružomberok,MFK Zemplín Michalovce,02.03.2019,15:30,MFK Ružomberok,0,0,,"Tomáš  Bobček (78), Jose David  Casado Garcia (43), Dominik  Špiriak (55), Sadam  Sulley (71)",
AS Trenčín,FK Železiarne Podbrezová,02.03.2019,15:30,Spartak  Myjava,1,1,"Mohammed Lamine (36), Jakub Piotr Kiwior (86)",Miroslav  Viazanko (55),
MŠK Žilina,FC ViOn Zlaté Moravce - Vráble,02.03.2019,15:30,Štadión MŠK Žilina,2,1,"Branislav Sluka (8), Filip Balaj (83), Jakub Švec (43)","Adam  Kopas (56), Dávid  Richtárech (40), Branislav  Ľupták (70)",
FC DAC 1904 Dunajská Streda,FK Senica,02.03.2019,15:30,MOL Aréna,1,0,Zsolt Kalmár (90),"Zsolt  Kalmár (45), Sofian  El Moudane (61), Marko  Tešija (61), Eric Kleybel  Ramirez Matheus (82)",
ŠK Slovan Bratislava ,FC Spartak Trnava,03.03.2019,18:00,Tehelné pole,2,0,"Andraž Šporar (56), Andraž Šporar (86)","Moha  Kadfi (58), Václav  Dudl (25), Kubilay Türk  Yilmaz (46), Erik  Grendel (52), Myenty  Abena (58), Matúš  Turňa (60)",
ŠKF ORION TIP Sereď,FC Spartak Trnava,09.03.2019,14:00,Spartak  Myjava,3,1,"Martin Sus (69), Tomáš Hučko (79), Matúš Čonka (vl) (90), Erik Grendel (55)","Aldo  Baez (54), Alex  Iván (74), Dino  Špehar (75), Tomáš  Hučko (80), Lucas  Lovat (66), Erik  Grendel (88), Matúš  Čonka (90)",
FK Senica,ŠK Slovan Bratislava ,09.03.2019,14:00,FK Senica,1,2,"Marko Tešija (pen) (40), Moha Kadfi (1), Marin Ljubičič (57)","Patrick Kojo  Asmah (15), Sofian  El Moudane (40), Jean  Deretti (54), Marko  Tešija (75), Jakub  Krč (89), Vasil  Bozhikov (38), David  Holman (66), Joeri  De Kamps (71)",
FC ViOn Zlaté Moravce - Vráble,FC DAC 1904 Dunajská Streda,09.03.2019,14:00,ViOn Aréna,1,2,"Tomáš Ďubek (43), Eric Davis (pen) (56), Marko Divkovič (69)","Karol  Karlík (31), Jakub  Brašeň (71), Noe Achille  Kwin Amban (87), Peter  Čögley (90), Tomáš  Ďubek (90), Denis  Duga (90), Kristopher  Vida (22), Kristián  Koštrna (76), Martin  Bednár (80), Lukáš  Čmelík (90)",
FK Železiarne Podbrezová,MŠK Žilina,09.03.2019,14:00,Zelpo Arena,0,2,"Filip Balaj (26), Róbert Boženík (77)","David Adeniyi  Fadairo (16), Branislav  Sluka (51), Ján  Minárik (66), Martin  Králik (78)",
FC ViOn Zlaté Moravce - Vráble,FK Senica,15.04.2017,15:00,ViOn Aréna,2,1,"Damián Bariš (10), Milovan Kapor (90), Filip Blažek (59)","Ondřej  Machuča (17), Mateus  De Oliveira Silva (36), Miroslav  Pastva (38), Karol  Karlík (68), Dominik  Holec (90), Róbert  Pillár (20), Ondřej  Šašinka (65), Daniel  Turyna (75), Miloš  Kratochvíl (90)",
MFK Zemplín Michalovce,AS Trenčín,09.03.2019,14:00,Mestský futbalový štadión,4,2,"Mamadou Tounkara (16), Jose Carrillo (23), Cheick Alan Diarra (31), Cheick Alan Diarra (55), Llazaros Rota (vl) (45), Chukwuemeka Umeh (68)","Llazaros  Rota (54), Chukwuemeka  Umeh (53), Milan  Corryn (69), Jakub  Paur (89), Erhan  Mašovič (90)",
FC Nitra,MFK Ružomberok,09.03.2019,14:00,"FC Nitra, a.s.",0,0,,"Dominik  Kružliak (59), Matúš  Macík (79)","Macdonald Ngwa  Niba (71), Yani  Urdinov (69)"
FC DAC 1904 Dunajská Streda,MFK Ružomberok,17.03.2019,15:00,MOL Aréna,1,1,"Abdulrahman Taiwo (73), Peter Gal Andrezly (18)","Eric  Davis (75), Matej  Čurma (30), Matej  Madleňák (39), Kristi  Qose (46), Peter  Gal Andrezly (86)",
ŠKF ORION TIP Sereď,ŠK Slovan Bratislava ,16.03.2019,15:30,"FC Nitra, a.s.",1,4,"Miloš Lačný (59), David Strelec (2), Marin Ljubičič (42), Bankole Olawale Adekuoroye (vl) (70), Andraž Šporar (80)","Jozef  Menich (40), Adam  Morong (73), Ľubomír  Michalík (75), Artem  Suchockij (45), Rabiu  Ibrahim (89)",
MŠK Žilina,MFK Zemplín Michalovce,16.03.2019,17:00,Štadión MŠK Žilina,4,0,"Martin Králik (14), Filip Balaj (65), Jaroslav Mihalík (70), Miroslav Káčer (pen) (73)","Filip  Balaj (46), Jakub  Grič (33), Danylo  Beskorovainyi (60), Dominik  Špiriak (72)",
ŠK Slovan Bratislava ,FC DAC 1904 Dunajská Streda,31.03.2019,15:00,Tehelné pole,3,1,"Aleksandar Čavrič (47), Dejan Dražič (63), Andraž Šporar (90), Eric Davis (pen) (51)","David  Strelec (36), Kenan  Bajrič (50), Souleymane  Kone (10), Christián  Herc (20), Zsolt  Kalmár (31), Lukáš  Čmelík (57), Eric  Davis (78)",
MFK Zemplín Michalovce,ŠKF ORION TIP Sereď,30.03.2019,17:00,Mestský futbalový štadión,2,0,"Igor Žofčák (17), Jurij Zacharkiv (40)","Jose David  Casado Garcia (29), Peter  Kolesár (85), Stanislav  Danko (90), Alex  Iván (38), St. Hillaire Kathon  Kenroy (63), Marek  Kuzma (66), Aldo  Baez (68), Martin  Sus (85)",
MFK Ružomberok,MŠK Žilina,30.03.2019,15:30,MFK Ružomberok,1,1,"Martin Králik (vl) (90), Branislav Sluka (40)","Kristi  Qose (42), Ján  Maslo (70), Matej  Čurma (90), Ivan  Diaz (85), Miroslav  Káčer (89), Branislav  Sluka (90)",
AS Trenčín,FC Spartak Trnava,16.03.2019,17:00,Spartak  Myjava,0,1,Anton Sloboda (41),"Adrián  Slávik (15), Jakub  Paur (40), Chukwuemeka  Umeh (83), Štefan  Pekár (27), Myenty  Abena (45)",
FC ViOn Zlaté Moravce - Vráble,FK Senica,16.03.2019,17:00,ViOn Aréna,3,2,"Antonio Asanovič (30), Noe Achille Kwin Amban (36), Vladimír Tkáč (90), Filip Dangubič (24), Carlos Daniel Kay (74)","Dávid  Richtárech (27), Branislav  Ľupták (67), Roberto  Dias Correia Filho (35), Mihovil  Klapan (60), Erik  Otrísal (62)",
MFK Ružomberok,ŠK Slovan Bratislava ,16.04.2017,15:20,MFK Ružomberok,2,1,"Jakub Mareš (59), Miloš Lačný (90), Seydouba Soumah (64)",,
FK Železiarne Podbrezová,FC Nitra,16.03.2019,17:00,Zelpo Arena,1,1,"Filip Hlohovský (43), Tomáš Vestenický (pen) (75)","Alexander  Mojžiš (15), Márius  Charizopulos (28), Macdonald Ngwa  Niba (42), Miloš  Šimončič (55), Tomáš  Kóňa (81), Patrik  Šurnovský (82), Branislav  Pindroch (90)",
ŠK Slovan Bratislava ,MFK Zemplín Michalovce,07.04.2019,15:00,Tehelné pole,4,1,"Moha Kadfi (8), David Holman (54), Aleksandar Čavrič (80), Marin Ljubičič (83), Sadam Sulley (51)","Danylo  Beskorovainyi (25), Matej  Trusa (57)",
ŠKF ORION TIP Sereď,MFK Ružomberok,06.04.2019,17:00,Športový futbalový štadión Sereď,0,1,Štefan Gerec (54),"Aldo  Baez (84), Matúš  Macík (90)",
FC DAC 1904 Dunajská Streda,MŠK Žilina,06.04.2019,15:30,MOL Aréna,1,0,Connor Ronan (15),"Lukáš  Čmelík (45), Tomáš  Huk (51), Kristián  Koštrna (89)",
MFK Ružomberok,MFK Zemplín Michalovce,13.04.2019,15:30,MFK Ružomberok,1,0,Štefan Gerec (76),"Stanislav  Danko (78), Jose  Carrillo (90)",
ŠKF ORION TIP Sereď,FC DAC 1904 Dunajská Streda,13.04.2019,15:00,"FC Nitra, a.s.",0,5,"Marko Divkovič (7), Marko Divkovič (13), Zsolt Kalmár (pen) (45), Eric Davis (66), Lukáš Čmelík (76)","Tidiane Djiby  Ba (17), Ľubomír  Michalík (45), Martin  Sus (76), Souleymane  Kone (33)",
MŠK Žilina,ŠK Slovan Bratislava ,14.04.2019,15:00,Štadión MŠK Žilina,0,3,"Moha Kadfi (21), Moha Kadfi (42), Marin Ljubičič (62)",Branislav  Sluka (44),
MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,20.04.2019,17:00,Mestský futbalový štadión,0,2,"Eric Davis (57), Kristopher Vida (78)","Denis  Petro (55), Dominik  Špiriak (82), Mamadou  Tounkara (86), Llazaros  Rota (86), Máté  Vida (85)",
MŠK Žilina,ŠKF ORION TIP Sereď,20.04.2019,17:00,Štadión MŠK Žilina,1,2,"Miroslav Káčer (74), Alex Iván (2), Miloš Lačný (70)","Rudolf  Bilas (27), Bankole Olawale  Adekuoroye (57), David Samuel  Nwolokor (80), Ľubomír  Ulrich (90)",
ŠK Slovan Bratislava ,MFK Ružomberok,21.04.2019,15:00,Tehelné pole,3,2,"Andraž Šporar (20), Andraž Šporar (pen) (62), Dejan Dražič (74), Dominik Kružliak (48), Viktor Jedinák (90)",,
FC Spartak Trnava,FC Tatran Prešov,16.04.2017,17:30,Štadión Antona Malatinského,4,0,"Ivan Schranz (29), Emir Halilovič (37), Matúš Čonka (45), Robert Ndip Tambe (50)","Richard  Kačala (52), Miroslav  Petko (65)",
MFK Zemplín Michalovce,MŠK Žilina,27.04.2019,17:00,Mestský futbalový štadión,2,1,"Mamadou Tounkara (26), Igor Žofčák (34), Michal Tomič (76)","Mamadou  Tounkara (27), Igor  Žofčák (56), Denis  Petro (86), Filip  Kaša (59), Ivan  Diaz (62)",
FC DAC 1904 Dunajská Streda,ŠK Slovan Bratislava ,27.04.2019,15:30,MOL Aréna,1,0,Kristopher Vida (54),"Zsolt  Kalmár (37), Martin  Jedlička (76), Marko  Divkovič (90), Rabiu  Ibrahim (39), Kenan  Bajrič (63), Nono  Villar (90)",Souleymane  Kone (59)
MFK Ružomberok,ŠKF ORION TIP Sereď,28.04.2019,15:00,MFK Ružomberok,1,0,Tihomir Kostadinov (19),"Kristi  Qose (71), Bankole Olawale  Adekuoroye (61), Miloš  Lačný (73), Adam  Morong (82), Ľubomír  Michalík (90)",
MFK Ružomberok,ŠK Slovan Bratislava ,05.05.2019,15:00,MFK Ružomberok,3,2,"Štefan Gerec (16), Zinedin Mustedanagič (45), Kristi Qose (73), David Holman (7), Marin Ljubičič (87)","Zinedin  Mustedanagič (28), Michal  Jonec (62), Dominik  Kružliak (83), David  Holman (47)",
MŠK Žilina,FC DAC 1904 Dunajská Streda,05.05.2019,17:00,Štadión MŠK Žilina,1,2,"Michal Škvarka (90), Zsolt Kalmár (13), Zsolt Kalmár (57)","Martin  Gamboš (28), Kristián  Vallo (44), Lukáš  Čmelík (25)",
ŠKF ORION TIP Sereď,MFK Zemplín Michalovce,04.05.2019,17:00,"FC Nitra, a.s.",2,2,"Miloš Lačný (2), Aldo Baez (55), Peter Kolesár (15), Jurij Zacharkiv (90)","Miloš  Lačný (61), Alex  Iván (69), Jose  Carrillo (11), Til  Mavretič (22), Jose David  Casado Garcia (61), Sadam  Sulley (90)",
FC DAC 1904 Dunajská Streda,ŠKF ORION TIP Sereď,11.05.2019,17:02,MOL Aréna,3,4,"Kristopher Vida (18), Eric Davis (pen) (56), Stanislav Bilenkij (90), Dino Špehar (1), Dino Špehar (13), Miloš Lačný (43), Ľubomír Ulrich (90)","Ľubomír  Šatka (71), Lukáš  Čmelík (75), Aldo  Baez (35), Ľubomír  Michalík (55), Martin  Sus (90)",
ŠK Slovan Bratislava ,MŠK Žilina,11.05.2019,15:00,Tehelné pole,6,2,"Andraž Šporar (3), David Holman (32), Dejan Dražič (43), Andraž Šporar (58), Andraž Šporar (80), Moha Kadfi (84), Martin Gamboš (49), Kristián Vallo (74)","David  Holman (52), Marin  Ljubičič (81)",
MFK Zemplín Michalovce,MFK Ružomberok,11.05.2019,17:00,Mestský futbalový štadión,0,3,"Kristi Qose (pen) (31), Štefan Gerec (52), Peter Gal Andrezly (82)","Jose  Carrillo (30), Jakub  Grič (36), Matej  Madleňák (9)",
MFK Ružomberok,FC DAC 1904 Dunajská Streda,18.05.2019,17:00,MFK Ružomberok,1,0,Zinedin Mustedanagič (6),"Ján  Maslo (73), Cesar Rodolfo  Blackman Camarena (28)",
AS Trenčín,MFK Ružomberok,22.04.2017,15:30,Štadión Sihoť,2,1,"Antonio Mance (69), James Lawrence (86), Jakub Mareš (13)","James  Lawrence (44), Martin  Šulek (45), Giorgi  Beridze (72), Peter  Maslo (35), Matúš  Macík (51)",
ŠKF ORION TIP Sereď,MŠK Žilina,18.05.2019,17:00,Pasienky,2,3,"Dino Špehar (40), Dino Špehar (57), Michal Škvarka (13), Michal Škvarka (32), Lukáš Jánošík (37)","Tidiane Djiby  Ba (86), Branislav  Sluka (83)",
MFK Zemplín Michalovce,ŠK Slovan Bratislava ,18.05.2019,17:00,Mestský futbalový štadión,3,3,"Jose David Casado Garcia (25), Cheick Alan Diarra (pen) (28), Jozef-Šimon Turík (68), Andraž Šporar (39), Dejan Dražič (61), Andraž Šporar (76)","Mamadou  Tounkara (70), Matúš  Vojtko (77), Peter  Kolesár (85), Artem  Suchockij (87)",
MŠK Žilina,MFK Ružomberok,24.05.2019,19:00,Štadión MŠK Žilina,4,2,"Róbert Boženík (4), Jakub Holúbek (63), Jaroslav Mihalík (66), Róbert Boženík (80), Kristi Qose (pen) (42), Zinedin Mustedanagič (67)","Filip  Kaša (41), Patrik  Myslovič (45), Ivan  Diaz (50), Tihomir  Kostadinov (41), Dominik  Kružliak (53)",
ŠK Slovan Bratislava ,ŠKF ORION TIP Sereď,24.05.2019,19:00,Tehelné pole,3,1,"Dejan Dražič (4), Andraž Šporar (pen) (55), Rafael Ratao (68), Jozef Menich (65)","Andraž  Šporar (89), Aldo  Baez (19), Ľubomír  Michalík (41), David Samuel  Nwolokor (54), Jozef  Menich (89)",
FC DAC 1904 Dunajská Streda,MFK Zemplín Michalovce,24.05.2019,19:04,MOL Aréna,5,0,"Kristián Koštrna (pen) (18), Souleymane Kone (23), Abdulrahman Taiwo (pen) (40), Abdulrahman Taiwo (52), Souleymane Kone (69)","Gerard  Bieszczad (40), Dominik  Špiriak (79)",
FC Spartak Trnava,FC ViOn Zlaté Moravce - Vráble,30.03.2019,17:00,Štadión Antona Malatinského,0,1,Oliver Práznovský (87),"Tomche  Grozdanovski (51), Branislav  Ľupták (81), Martin  Válovčan (90)",
FC Nitra,AS Trenčín,30.03.2019,16:00,"FC Nitra, a.s.",2,2,"Nemanja Sokovič (9), Frederik Bilovský (60), Hamza Čatakovič (pen) (38), Jakub Paur (78)","Tomáš  Vestenický (30), Miloš  Šimončič (57), Patrik  Šurnovský (72), Reuben  Yem (29), Mohammed  Lamine (63), Hamza  Čatakovič (72)",
FK Senica,FK Železiarne Podbrezová,30.03.2019,17:00,FK Senica,0,0,,"Gabriel  Dubois (49), Sacha  Petshi (76), Michal  Obročník (15), Victor  Olatunji (37)",
FC Spartak Trnava,FC Nitra,06.04.2019,17:00,Štadión Antona Malatinského,1,1,"Kubilay Türk Yilmaz (51), Marián Chobot (54)","Kire  Markoski (63), Jaroslav  Machovec (40), Martin  Macho (86), Marek  Dubeň (89)",
AS Trenčín,FK Senica,06.04.2019,17:00,Spartak  Myjava,2,3,"Joey Sleegers (71), Hamza Čatakovič (83), Eric Kleybel Ramirez Matheus (28), Carlos Daniel Kay (pen) (36), Filip Dangubič (50)","Erhan  Mašovič (35), Jakub  Paur (54), Patrick Kojo  Asmah (74), Federico  Taborda (80)",
MFK Zemplín Michalovce,FC DAC 1904 Dunajská Streda,22.04.2017,19:00,MOL Aréna,1,2,"Kristjan Kushta (31), Pavol Šafranko (48), Eric Davis (90)","Peter  Kavka (50), Michal  Sipľak (68), Marin  Ljubičič (88)",
FC ViOn Zlaté Moravce - Vráble,FK Železiarne Podbrezová,06.04.2019,17:00,ViOn Aréna,2,1,"Tomáš Ďubek (pen) (70), Martin Válovčan (72), Alexander Mojžiš (65)","Noe Achille  Kwin Amban (64), Tomáš  Ďubek (74), Tomche  Grozdanovski (85), Jakub Grzegorz  Wiezik (18), Dávid  Leško (27), Alexander  Mojžiš (69), Matej  Podstavek (73), Jakub Piotr  Kiwior (74), Jozef  Špyrka (76), Filip  Hlohovský (90), Matej  Oravec (90)",
FK Senica,FC Nitra,13.04.2019,17:00,FK Senica,4,1,"Carlos Daniel Kay (8), Patrick Kojo Asmah (25), Sofian El Moudane (50), Frank Castaneda (80), Tomáš Vestenický (57)","Jakub  Krč (51), Pavol  Farkaš (45), Matúš  Kuník (67), Miloš  Šimončič (88)",
AS Trenčín,FC ViOn Zlaté Moravce - Vráble,13.04.2019,17:00,Spartak  Myjava,1,0,Ante Roguljič (90),"Adrián  Slávik (40), Denis  Duga (55), Tomáš  Ďubek (73)",
FK Železiarne Podbrezová,FC Spartak Trnava,13.04.2019,17:00,Zelpo Arena,0,0,,"Miroslav  Viazanko (67), Victor  Olatunji (78), Anton  Sloboda (76)",
FC Nitra,FC ViOn Zlaté Moravce - Vráble,20.04.2019,17:00,"FC Nitra, a.s.",2,2,"Frederik Bilovský (34), Peter Čögley (vl) (90), Tomáš Ďubek (1), Branislav Ľupták (44)","Jaroslav  Machovec (87), Pavol  Farkaš (90), Branislav  Ľupták (37), Jakub  Brašeň (84), Adrián  Chovan (90)",
FK Železiarne Podbrezová,AS Trenčín,20.04.2019,17:00,Zelpo Arena,0,0,,"Michal  Obročník (42), Reuben  Yem (14), Mohammed  Lamine (17), Hamza  Čatakovič (31)",
FC Spartak Trnava,FK Senica,20.04.2019,17:00,Štadión Antona Malatinského,0,1,Roberto Dias Correia Filho (79),"Erik  Grendel (33), Eric Kleybel  Ramirez Matheus (15), Gabriel  Dubois (36), Patrick Kojo  Asmah (47), Jakub  Krč (84), Mihovil  Klapan (90)",
FC Nitra,FK Železiarne Podbrezová,26.04.2019,18:30,"FC Nitra, a.s.",2,2,"Tomáš Vestenický (25), Marek Fábry (43), Dávid Leško (17), Michal Breznaník (20)",Jakub Piotr  Kiwior (83),
FC ViOn Zlaté Moravce - Vráble,FC Spartak Trnava,27.04.2019,17:00,ViOn Aréna,1,1,"Tomáš Ďubek (pen) (87), Kubilay Türk Yilmaz (77)","Denis  Duga (65), Peter  Čögley (75), Branislav  Ľupták (90), Anton  Sloboda (52), Marek  Janečka (65), Lucas  Lovat (71)",Tomáš  Košút (86)
FK Senica,AS Trenčín,27.04.2019,17:00,FK Senica,4,0,"Frank Castaneda (12), Marko Tešija (67), Eric Kleybel Ramirez Matheus (90), Sacha Petshi (90)","Eric Kleybel  Ramirez Matheus (20), Carlos Daniel  Kay (53), Abdul Musa  Zubairu (45), Philippe  van Arnhem (74)",
ŠK Slovan Bratislava ,MŠK Žilina,23.04.2017,15:20,Pasienky,0,1,Michal Škvarka (83),"Boris  Sekulič (22), Tamás  Priskin (41), Kornel  Saláta (89), Michal  Škvarka (64), Ramil  Šejdajev (65)",
