Dávid Valek,FK Železiarne Podbrezová,obranca,10.08.1999,24,1,1,0,0,0
Jakub Sedláček,FK Železiarne Podbrezová,stredopoliar,09.03.1998,25,3,41,0,12,1
Amir Ben Shimon,FK Senica,obranca,14.12.1993,29,1,3,0,0,0
Jakub Švec,FC ViOn Zlaté Moravce - Vráble,útočník,23.07.2000,23,6,96,12,4,0
Viktor Mojžiš,FK Železiarne Podbrezová,stredopoliar,02.01.1999,24,2,5,0,0,0
Nicolas Mejri,FK Železiarne Podbrezová,útočník,27.05.2000,23,2,10,0,0,1
Matúš Begala,MFK Zemplín Michalovce,stredopoliar,07.04.2001,22,6,81,2,12,0
Filip Blažek,MFK Skalica,stredopoliar,11.03.1998,25,2,50,1,14,0
Jakub Kadák,AS Trenčín,stredopoliar,14.12.2000,22,5,81,19,8,0
Ejike Okoh,AS Trenčín,stredopoliar,26.01.1999,24,0,0,0,0,0
Joey Sleegers,AS Trenčín,stredopoliar,20.07.1994,29,2,40,10,1,0
Philippe van Arnhem,AS Trenčín,stredopoliar,24.08.1996,27,2,31,1,5,0
Robert Bartolomeu,FC ViOn Zlaté Moravce - Vráble,útočník,03.12.1993,29,1,11,0,1,0
Souleymane Kone,FC DAC 1904 Dunajská Streda,obranca,01.05.1996,27,2,25,2,4,1
Christián Herc,FC DAC 1904 Dunajská Streda,stredopoliar,30.09.1998,25,3,52,6,8,1
Adam Kováč,FK Senica,brankár,08.06.2000,23,0,0,0,0,0
Peter Ďungel,MFK Ružomberok,stredopoliar,06.09.1993,30,5,58,2,1,0
Jan Suchan,FK Senica,stredopoliar,18.01.1996,27,1,5,0,0,0
Jakub Čunta,FK Senica,obranca,28.08.1996,27,2,26,0,7,0
Richard Celis,FK Senica,útočník,23.04.1996,27,2,14,0,2,1
Ronaldo Chacon,FK Senica,útočník,18.02.1998,25,1,7,0,3,0
Reagy Ofosu,FC Spartak Trnava,stredopoliar,20.09.1991,32,1,13,2,1,0
Stefan Bogdanovski,ŠKF ORION TIP Sereď,útočník,15.03.1999,24,0,0,0,0,0
Artem Suchockij,ŠK Slovan Bratislava,obranca,06.12.1992,30,2,38,3,4,0
Kenan Bajrič,ŠK Slovan Bratislava,obranca,20.12.1994,28,5,92,6,15,0
Moha Kadfi,ŠK Slovan Bratislava,stredopoliar,15.09.1993,30,4,80,28,3,0
Andraž Šporar,ŠK Slovan Bratislava,útočník,27.02.1994,29,3,53,44,5,1
Boris Cmiljanič,FC ViOn Zlaté Moravce - Vráble,útočník,17.03.1996,27,4,22,2,0,0
Samuel Petráš,FC DAC 1904 Dunajská Streda,brankár,10.04.1999,24,5,79,18,1,0
Tomáš Sedlák,FC Tatran Prešov,stredopoliar,03.02.1983,40,3,68,0,8,0
Daniel Turyna,FK Senica,útočník,26.02.1998,25,1,24,2,7,1
Branislav Sluka,FC ViOn Zlaté Moravce - Vráble,obranca,23.01.1999,24,6,89,7,16,0
Matej Moško,FC ViOn Zlaté Moravce - Vráble,obranca,26.02.1999,24,2,34,0,10,0
Martin Gamboš,FC ViOn Zlaté Moravce - Vráble,stredopoliar,23.01.1998,25,4,61,3,8,0
Róbert Boženík,MŠK Žilina,útočník,18.11.1999,23,2,48,16,8,0
Peter Urminský,FC Spartak Trnava,brankár,24.05.1999,24,0,0,0,0,0
Patrik Prikryl,MFK Dukla Banská Bystrica,obranca,19.09.1992,31,2,15,0,2,0
Nikola Gatarič,FC Nitra,stredopoliar,09.03.1992,31,5,94,14,14,0
Stijepo Njire,FK Železiarne Podbrezová,stredopoliar,14.03.1991,32,2,11,3,2,0
Marko Drobnjak,FK Železiarne Podbrezová,brankár,17.05.1995,28,1,1,0,0,0
Ján Mucha,ŠK Slovan Bratislava,brankár,05.12.1982,40,2,51,21,2,0
Jose Luis Zezinho,FK Senica,stredopoliar,23.09.1992,31,2,39,0,9,0
Martin Jedlička,FC DAC 1904 Dunajská Streda,brankár,24.01.1998,25,4,103,39,11,0
Cubasa Niši,MFK Zemplín Michalovce,stredopoliar,08.04.1990,33,1,12,1,0,0
Dawid Kurminowski,MŠK Žilina,útočník,24.02.1999,24,4,69,29,3,0
David Čapek,MFK Ružomberok,útočník,07.05.1997,26,1,11,0,0,0
Dávid Šípoš,FC Nitra,brankár,14.08.1998,25,4,59,15,0,0
Dominik Guláš,FC Nitra,útočník,28.06.1999,24,3,17,0,0,0
Marek Fábry,FC Nitra,stredopoliar,07.08.1998,25,3,31,1,5,0
Boris Sekulič,ŠK Slovan Bratislava,obranca,21.10.1991,31,6,170,7,36,1
Vahagn Militosjan,ŠKF ORION TIP Sereď,útočník,10.06.1993,30,2,17,0,1,0
Róbert Baláži,FC Nitra,brankár,14.10.1999,24,0,0,0,0,0
Ricardo Villarraga,FK Senica,obranca,23.04.1990,33,1,7,0,2,0
Nono Villar,ŠK Slovan Bratislava,stredopoliar,30.03.1993,30,4,71,6,14,0
Alexander Mojžiš,MFK Ružomberok,obranca,02.01.1999,24,6,123,5,14,3
Diego Cuadros,FK Senica,stredopoliar,28.05.1996,27,2,13,0,1,0
Frank Castaneda,FK Senica,útočník,17.07.1994,29,3,54,18,6,0
Kristijan Trapanovski,FC Tatran Prešov,stredopoliar,14.08.1999,24,1,4,0,0,0
Eldar Čivič,FC Spartak Trnava,obranca,28.05.1996,27,1,8,0,5,0
Lorenzo Armando Cyril Burnet,ŠK Slovan Bratislava,obranca,11.01.1991,32,1,8,0,1,0
Pavol Farkaš,FC Nitra,obranca,27.03.1985,38,3,53,2,11,2
Imrane Oulad Omar,AS Trenčín,stredopoliar,11.12.1997,25,1,3,0,0,0
Giorgi Chochishvili,FC ViOn Zlaté Moravce - Vráble,brankár,07.05.1998,25,1,1,0,0,0
Lynel Kitambala,FK Senica,útočník,26.10.1988,34,1,6,4,2,0
Dalibor Pleva,FK Dubnica nad Váhom,stredopoliar,02.04.1984,39,1,8,0,1,1
Sergei Shumeiko,MFK Zemplín Michalovce,obranca,17.02.1993,30,1,3,0,0,0
Tomáš Rybár,ŠK Slovan Bratislava,brankár,23.08.1999,24,0,0,0,0,0
Vakoun Bayo,FC DAC 1904 Dunajská Streda,útočník,10.01.1997,26,2,25,14,4,1
Marian Pišoja,MFK Dukla Banská Bystrica,obranca,16.06.2000,23,3,34,0,2,0
Adam Kopas,MŠK Žilina,obranca,16.08.1999,24,6,80,6,9,0
Joeri De Kamps,ŠK Slovan Bratislava,stredopoliar,10.02.1992,31,7,130,4,33,1
Róbert Kovaľ,MFK Zemplín Michalovce,stredopoliar,16.01.1994,29,1,3,0,0,0
Martin Rymarenko,MFK Dukla Banská Bystrica,stredopoliar,09.04.1999,24,3,64,13,3,0
Andrii Liashenko,FC DAC 1904 Dunajská Streda,útočník,11.06.1998,25,0,0,0,0,0
Hovhannes Harutyunyan,MFK Zemplín Michalovce,stredopoliar,25.05.1999,24,2,7,0,0,0
Dávid Špak,MFK Zemplín Michalovce,obranca,29.01.1999,24,0,0,0,0,0
Jovan Vladimir Pavlović,AS Trenčín,obranca,11.02.2000,23,0,0,0,0,0
Viliam Hynek,FC Tatran Prešov,brankár,13.08.2001,22,0,0,0,0,0
David Hrnčár,ŠK Slovan Bratislava,stredopoliar,10.12.1997,25,5,98,13,7,1
David Strelec,ŠK Slovan Bratislava,útočník,04.04.2001,22,5,61,18,2,0
Ladislav Szöcs,MFK Skalica,obranca,07.09.1989,34,0,0,0,0,0
František Kubík,ŠK Slovan Bratislava,stredopoliar,14.03.1989,34,5,119,17,24,2
Ján Mizerák,FC Košice,obranca,24.08.1993,30,1,10,0,4,0
Roman Haša,MFK Skalica,útočník,15.02.1993,30,3,65,8,12,1
Jakub Ondriš,MFK Skalica,stredopoliar,24.02.1998,25,0,0,0,0,0
Adrián Slávik,MFK Dukla Banská Bystrica,obranca,12.04.1999,24,5,73,1,15,0
Federico Taborda,FK Senica,brankár,01.11.1988,34,2,37,7,3,0
Marko Tešija,FC Spartak Trnava,stredopoliar,14.01.1992,31,2,54,5,9,0
Naren Solano,FK Senica,stredopoliar,15.01.1996,27,1,12,1,1,0
Richard Lásik,ŠK Slovan Bratislava,stredopoliar,18.08.1992,31,4,36,1,4,0
Jakub Vida,FK Senica,stredopoliar,25.03.1999,24,0,0,0,0,0
Désiré Ségbé Azankpo,FK Senica,útočník,06.05.1993,30,1,25,4,3,0
Filip Dangubič,FC Spartak Trnava,stredopoliar,05.05.1995,28,2,36,2,1,0
Senad Jarovič,ŠKF ORION TIP Sereď,útočník,20.01.1998,25,3,38,5,7,0
Filip Twardzik,FC Spartak Trnava,obranca,10.02.1993,30,5,80,15,9,0
Yani Urdinov,MFK Ružomberok,obranca,28.03.1991,32,1,18,0,4,2
Ismar Tandir,MFK Zemplín Michalovce,útočník,19.08.1995,28,3,45,12,10,0
Rastislav Kružliak,MFK Ružomberok,útočník,11.07.1999,24,3,24,1,3,0
Adam Brenkus,FC ViOn Zlaté Moravce - Vráble,stredopoliar,08.01.1999,24,6,81,11,12,0
Adam Zreľák,ŠK Slovan Bratislava,útočník,05.05.1994,29,5,102,25,6,0
Dávid Baša,ŠKF ORION TIP Sereď,obranca,21.02.1997,26,0,0,0,0,0
Rudolf Bilas,ŠKF ORION TIP Sereď,stredopoliar,10.11.1992,30,1,12,0,2,0
Filip Pankaričan,ŠKF ORION TIP Sereď,stredopoliar,28.03.1993,30,3,64,8,8,0
Bankole Olawale Adekuoroye,MFK Zemplín Michalovce,stredopoliar,16.02.1996,27,3,52,2,8,1
David Samuel Nwolokor,ŠKF ORION TIP Sereď,brankár,10.01.1996,27,1,12,1,3,0
Marek Kristián Bartoš,FK Železiarne Podbrezová,obranca,13.10.1996,27,4,78,6,15,0
Martin Baran,FC Tatran Prešov,obranca,03.01.1988,35,1,14,0,6,0
Máté Vida,FC DAC 1904 Dunajská Streda,stredopoliar,08.03.1996,27,3,53,2,6,0
Seydouba Soumah,ŠK Slovan Bratislava,stredopoliar,11.06.1991,32,4,92,34,13,2
Maksym Tretjakov,FC DAC 1904 Dunajská Streda,útočník,06.03.1996,27,1,17,1,1,0
Nikola Dimitrijevič,FC ViOn Zlaté Moravce - Vráble,obranca,10.05.1991,32,1,14,1,1,0
Igor Zelník,FC ViOn Zlaté Moravce - Vráble,obranca,27.07.1999,24,0,0,0,0,0
Mitch Apau,ŠK Slovan Bratislava,obranca,27.04.1990,33,3,37,3,3,0
Dejan Dražič,ŠK Slovan Bratislava,stredopoliar,26.09.1995,28,4,61,12,5,0
Benson Anang,MŠK Žilina,obranca,01.05.2000,23,5,76,3,10,0
Marián Chobot,MFK Ružomberok,stredopoliar,31.08.1999,24,5,84,8,4,0
Abdulrahman Taiwo,FC Spartak Trnava,útočník,05.08.1998,25,5,80,33,14,0
Kornel Saláta,ŠK Slovan Bratislava,obranca,24.01.1985,38,5,104,9,20,0
Vojtěch Vorel,FK Senica,brankár,18.06.1996,27,2,22,8,4,0
Fabian Miesenböck,FC Spartak Trnava,stredopoliar,07.07.1993,30,1,21,4,2,0
Llazaros Rota,MFK Zemplín Michalovce,obranca,23.08.1997,26,2,40,2,7,0
Roman Begala,MFK Zemplín Michalovce,stredopoliar,18.07.1999,24,1,2,0,0,0
Cheick Alan Diarra,MFK Zemplín Michalovce,stredopoliar,23.06.1993,30,3,40,4,1,0
Osman Bukari,AS Trenčín,stredopoliar,13.12.1998,24,3,52,12,4,2
Libor Hrdlička,FK Pohronie Žiar n.H. Dolná Ždaňa,brankár,02.01.1986,37,3,34,9,3,0
Jan Čtvrtečka,MFK Ružomberok,brankár,14.08.1998,25,1,2,1,0,0
Marek Bakoš,FC Spartak Trnava,útočník,15.04.1983,40,1,9,2,3,0
Aliaksandr Sviarchynski,MFK Zemplín Michalovce,obranca,16.09.1991,32,2,23,0,9,0
Vasileios Pliatsikas,ŠK Slovan Bratislava,obranca,14.04.1988,35,2,16,0,3,0
Victor Nirennold,FK Senica,stredopoliar,05.04.1991,32,1,9,0,1,1
Reuben Yem,AS Trenčín,obranca,29.10.1997,25,4,89,2,23,0
Chukwuemeka Umeh,AS Trenčín,útočník,23.10.1999,23,1,14,2,4,0
Martin Sus,ŠKF ORION TIP Sereď,stredopoliar,15.03.1990,33,2,31,1,9,1
Matúš Vojtko,ŠK Slovan Bratislava,obranca,05.10.2000,23,5,83,2,12,0
Samuel Kozlovský,AS Trenčín,obranca,19.11.1999,23,3,43,2,2,0
Patrick Kojo Asmah,FK Senica,stredopoliar,25.01.1996,27,1,19,2,4,0
Marko Totka,MFK Tatran Liptovský Mikuláš,stredopoliar,12.09.2000,23,5,74,0,15,1
Mitchell Schet,ŠK Slovan Bratislava,stredopoliar,28.01.1988,35,3,45,11,8,2
Tomáš Vantruba,FC Spartak Trnava,útočník,07.02.1998,25,1,2,0,0,0
Brian Iloski,MFK Zemplín Michalovce,stredopoliar,04.09.1995,28,1,6,0,0,0
Aleksandar Miličevič,FC ViOn Zlaté Moravce - Vráble,obranca,16.04.1996,27,0,0,0,0,0
Aleksandar Susnjar,MŠK Žilina,obranca,19.08.1995,28,1,12,0,1,0
Jakub Rada,FC Spartak Trnava,stredopoliar,05.05.1987,36,1,11,1,0,0
Nemanja Subotič,ŠKF ORION TIP Sereď,stredopoliar,23.01.1992,31,1,6,0,0,0
Erhan Mašovič,AS Trenčín,obranca,22.11.1998,24,1,14,0,3,1
Stanislav Bilenkij,FC DAC 1904 Dunajská Streda,útočník,22.08.1998,25,1,8,1,0,0
Giorgi Tevzadze,MŠK Žilina,obranca,25.08.1996,27,0,0,0,0,0
Martin Krnáč,FC ViOn Zlaté Moravce - Vráble,brankár,30.01.1985,38,6,67,17,3,0
Michal Tomič,MŠK Žilina,útočník,30.03.1999,24,2,34,3,0,0
Jean Deretti,FK Senica,stredopoliar,01.05.1993,30,1,24,4,5,0
Sacha Petshi,FK Senica,stredopoliar,21.06.1992,31,1,22,2,5,0
Ivan Rehák,FC Spartak Trnava,brankár,27.04.2001,22,1,1,1,0,0
Zinedin Mustedanagič,MFK Ružomberok,stredopoliar,01.08.1998,25,1,25,6,6,0
Lukáš Letenay,AS Trenčín,útočník,19.04.2001,22,4,35,0,3,1
Wisdom Uda Kanu,MFK Zemplín Michalovce,útočník,27.03.1994,29,2,60,10,6,0
Jesse Edge,FK Železiarne Podbrezová,stredopoliar,26.02.1996,27,1,6,0,0,0
Jiří Kulhánek,FC Spartak Trnava,stredopoliar,08.03.1996,27,1,10,0,3,0
Vukan Savičevič,ŠK Slovan Bratislava,stredopoliar,29.01.1994,29,4,82,7,14,1
Davit Schirtladze,FC Spartak Trnava,stredopoliar,16.03.1993,30,1,8,0,0,0
Patryk Malecki,FC Spartak Trnava,stredopoliar,01.08.1988,35,1,7,1,0,0
Ali Ghorbani,FC Spartak Trnava,stredopoliar,18.09.1990,33,1,9,2,1,0
Dávid Ďuriš,MŠK Žilina,útočník,22.03.1999,24,5,126,33,5,0
Mihovil Klapan,FK Senica,stredopoliar,27.03.1995,28,2,37,0,4,0
Milan Corryn,AS Trenčín,stredopoliar,04.04.1999,24,3,64,6,8,0
Tomasz Nawotka,MFK Zemplín Michalovce,obranca,14.02.1997,26,1,7,1,1,0
Uroš Vukovič,ŠKF ORION TIP Sereď,útočník,10.04.1999,24,0,0,0,0,0
Ante Roguljič,AS Trenčín,stredopoliar,11.03.1996,27,3,55,11,5,0
Filip Oršula,FK Senica,stredopoliar,25.02.1993,30,7,141,11,3,0
Richard Ludha,FK Železiarne Podbrezová,brankár,08.11.2000,22,3,42,11,3,0
Richard Kule Mbombo,AS Trenčín,útočník,10.05.1991,32,1,1,0,0,0
Denis Chudý,AS Trenčín,brankár,01.02.2000,23,2,14,4,0,0
Carlos Daniel Kay,FK Senica,obranca,05.01.1988,35,1,20,4,4,0
Roland Galčík,FK Železiarne Podbrezová,stredopoliar,30.07.2001,22,3,47,6,0,0
Martin Šálka,ŠKF ORION TIP Sereď,brankár,23.03.1985,38,0,0,0,0,0
Chris - Marlon Ondong - Mba,ŠKF ORION TIP Sereď,útočník,07.08.1993,30,1,5,1,0,0
Ondrej Vrábel,FC Nitra,stredopoliar,23.04.1999,24,3,37,2,8,1
Peter Voško,MFK Tatran Liptovský Mikuláš,útočník,17.08.2000,23,3,60,4,1,0
Granwald Warren Scott,ŠK Slovan Bratislava,stredopoliar,28.11.1987,35,2,22,0,2,0
Mikuláš Bakaľa,FK Železiarne Podbrezová,stredopoliar,04.01.2001,22,2,42,2,5,1
Branko Bajič,FC DAC 1904 Dunajská Streda,obranca,04.06.1998,25,0,0,0,0,0
Vladimír Majdan,FC ViOn Zlaté Moravce - Vráble,obranca,07.04.1999,24,3,23,0,1,0
Dominik Straňák,FC Nitra,obranca,09.10.1999,24,0,0,0,0,0
Ladislav Nagy,FC DAC 1904 Dunajská Streda,stredopoliar,24.01.2001,22,1,1,0,0,0
Alexander Horvát,FC Spartak Trnava,obranca,25.09.2000,23,2,6,0,2,0
Edmund Addo,FK Senica,stredopoliar,17.05.2000,23,3,47,2,9,1
Denis Petro,MFK Zemplín Michalovce,obranca,18.06.1999,24,2,6,0,3,0
Ruben Ligeon,AS Trenčín,obranca,24.05.1992,31,4,54,3,6,0
Vladyslav Chomutov,FC ViOn Zlaté Moravce - Vráble,útočník,04.06.1998,25,1,3,0,0,0
Samuel Török,FC ViOn Zlaté Moravce - Vráble,obranca,06.01.2001,22,0,0,0,0,0
Marek Beseda,FC ViOn Zlaté Moravce - Vráble,obranca,12.08.1997,26,0,0,0,0,0
Mohammed Lamine,AS Trenčín,stredopoliar,02.02.2000,23,2,14,1,3,0
Michal Petráš,AS Trenčín,stredopoliar,12.04.2000,23,0,0,0,0,0
Gabriel Dubois,FK Senica,obranca,04.03.1996,27,1,5,0,3,1
Adam Laczkó,ŠK Slovan Bratislava,obranca,02.04.1997,26,5,13,0,0,0
Sofian El Moudane,FK Senica,stredopoliar,16.03.1994,29,2,27,3,7,0
Kevaun Atkinson,FK Senica,útočník,11.05.1995,28,1,2,0,0,0
Václav Dudl,FC Spartak Trnava,stredopoliar,22.09.1999,24,1,4,0,1,0
Tomáš Košút,FC Spartak Trnava,obranca,13.01.1990,33,2,12,0,0,1
Petr Bolek,ŠKF ORION TIP Sereď,brankár,13.06.1984,39,2,9,2,0,0
Kire Markoski,FC Spartak Trnava,stredopoliar,20.02.1995,28,1,12,1,2,0
Rafael Tavares,FC Spartak Trnava,stredopoliar,26.06.2000,23,2,31,2,2,0
Lucas Lovat,ŠK Slovan Bratislava,obranca,15.01.1997,26,6,75,2,24,0
Christos Kountouriotis,MFK Zemplín Michalovce,stredopoliar,02.01.1998,25,3,41,1,2,0
Juraj Kotula,MFK Ružomberok,obranca,30.09.1995,28,8,124,0,12,1
Mamadou Tounkara,MFK Zemplín Michalovce,útočník,19.01.1996,27,1,9,2,2,1
Matej Trusa,FC DAC 1904 Dunajská Streda,stredopoliar,29.11.2000,22,5,71,15,8,1
Jurij Zacharkiv,MFK Zemplín Michalovce,útočník,21.03.1996,27,1,6,2,0,0
Dino Špehar,MFK Skalica,útočník,08.02.1994,29,4,48,13,3,0
Matej Dybala,ŠKF ORION TIP Sereď,obranca,16.07.1999,24,1,1,0,0,0
Alex Iván,FC Spartak Trnava,stredopoliar,26.03.1997,26,5,106,7,11,0
Nemanja Sokovič,FC Nitra,útočník,08.05.1996,27,1,12,1,1,0
Ivan Zgrablič,FC Nitra,obranca,15.03.1991,32,1,5,0,2,0
Branislav Pindroch,FC ViOn Zlaté Moravce - Vráble,brankár,30.10.1991,31,2,35,12,6,0
Šimon Štefanec,FC Nitra,stredopoliar,05.09.1998,25,2,12,0,1,0
Jozef Pastorek,FK Železiarne Podbrezová,stredopoliar,26.09.1998,25,1,2,0,0,0
Daniel Pavúk,MFK Zemplín Michalovce,útočník,19.03.1998,25,3,51,7,5,0
Lukáš Urbanič,FK Železiarne Podbrezová,stredopoliar,15.12.1998,24,1,3,1,0,0
René Paraj,FK Železiarne Podbrezová,stredopoliar,14.08.1992,31,3,48,2,11,0
Victor Olatunji,FK Železiarne Podbrezová,útočník,05.09.1999,24,1,9,0,1,1
Tomasz Kucz,FC DAC 1904 Dunajská Streda,brankár,06.07.1999,24,1,1,0,0,0
Connor Ronan,FC DAC 1904 Dunajská Streda,stredopoliar,06.03.1998,25,2,28,1,1,0
Richard Guzmics,ŠK Slovan Bratislava,obranca,16.04.1987,36,2,14,0,0,0
Vladimír Tkáč,FC ViOn Zlaté Moravce - Vráble,útočník,09.01.1998,25,3,16,1,1,0
Filip Serečin,MFK Zemplín Michalovce,útočník,04.10.1989,34,4,66,7,2,0
Miroslav Karhan,FC Spartak Trnava,neznámy,21.06.1976,47,2,32,2,3,1
Tomáš Dočekal,FC ViOn Zlaté Moravce - Vráble,útočník,24.05.1989,34,1,13,0,0,0
Julian Caro,FK Senica,stredopoliar,07.02.2000,23,2,3,0,0,0
Patrik Myslovič,MŠK Žilina,stredopoliar,28.05.2001,22,6,86,10,8,0
Kristián Lukáčik,MFK Dukla Banská Bystrica,stredopoliar,29.03.1998,25,2,19,0,3,0
Stefan Stangl,ŠK Slovan Bratislava,obranca,20.10.1991,31,1,1,0,0,0
Karsten Ayong,FC DAC 1904 Dunajská Streda,útočník,20.01.1998,25,1,1,0,0,0
Dániel Csóka,FC DAC 1904 Dunajská Streda,obranca,04.04.2000,23,0,0,0,0,0
Tomáš Bobček,MFK Ružomberok,útočník,08.09.2001,22,6,75,12,11,0
Erik Búš,FC Nitra,brankár,19.02.2001,22,0,0,0,0,0
Patrik Danek,FC Nitra,útočník,02.10.2001,22,2,16,1,1,0
David Adeniyi Fadairo,MFK Tatran Liptovský Mikuláš,stredopoliar,07.11.2000,22,2,5,0,1,0
Marek Bobček,MFK Ružomberok,útočník,14.03.1999,24,0,0,0,0,0
Luka Lochošvili,MŠK Žilina,obranca,29.05.1998,25,1,3,0,0,0
Ján Bernát,FC Spartak Trnava,stredopoliar,10.01.2001,22,4,66,16,3,0
St. Hillaire Kathon Kenroy,ŠKF ORION TIP Sereď,stredopoliar,05.11.1997,25,1,3,0,1,0
Krešimir Kelez,FC ViOn Zlaté Moravce - Vráble,stredopoliar,14.03.1995,28,1,7,0,0,0
Mário Mrva,MFK Ružomberok,obranca,16.02.1999,24,5,66,2,6,1
Rastislav Fischer,FK Železiarne Podbrezová,obranca,09.01.1998,25,0,0,0,0,0
Stjepan Vukovič,FK Senica,obranca,20.01.1997,26,1,1,0,0,0
Macario Hing-Glover,FC Spartak Trnava,stredopoliar,04.04.1995,28,1,5,0,1,0
Gergely Tumma,FC ViOn Zlaté Moravce - Vráble,obranca,10.02.2000,23,4,53,1,5,2
Samuel Suľa,FC ViOn Zlaté Moravce - Vráble,obranca,12.04.2000,23,5,56,2,10,0
Samuel Ďatko,FK Železiarne Podbrezová,stredopoliar,24.06.2001,22,3,46,4,2,0
Alejandro Mitrano,MFK Zemplín Michalovce,obranca,04.04.1998,25,1,2,0,0,0
Til Mavretič,MFK Zemplín Michalovce,obranca,19.11.1997,25,2,10,0,2,0
Ivan Mesík,FC Spartak Trnava,obranca,01.06.2001,22,2,17,1,2,1
Bernard Petrák,FC Košice,útočník,15.12.1999,23,2,32,1,4,1
Denis Potoma,ŠKF ORION TIP Sereď,stredopoliar,15.02.2000,23,5,79,1,5,0
Kristián Mihálek,MFK Skalica,stredopoliar,10.03.2000,23,3,10,0,1,0
Adam Jackuliak,ŠK Slovan Bratislava,stredopoliar,30.01.2000,23,0,0,0,0,0
Daniel Skiba,FK Železiarne Podbrezová,útočník,05.12.2000,22,1,1,0,0,0
David Meliš,FK Senica,útočník,18.09.2001,22,2,9,0,2,0
Šimon Horniak,FK Senica,obranca,01.03.2001,22,1,1,0,0,0
Ervín Matta,FK Senica,obranca,30.08.2000,23,0,0,0,0,0
Viktor Mička,FK Senica,útočník,03.02.2001,22,0,0,0,0,0
Armen Hovhannisjan,FC Nitra,útočník,07.03.2000,23,3,18,2,3,0
Adrián Knurovský,FK Poprad,brankár,08.11.1996,26,0,0,0,0,0
Lukáš Horváth,FC Tatran Prešov,obranca,20.08.1987,36,0,0,0,0,0
Kamil Zekucia,FK Poprad,obranca,12.12.1990,32,0,0,0,0,0
Dávid Gallovič,FC Košice,stredopoliar,23.04.1996,27,2,30,1,9,0
Enzo Mauro Arevalo Acosta,MFK Dukla Banská Bystrica,stredopoliar,15.04.1997,26,1,10,4,0,0
Stanislav Šesták,FK Poprad,útočník,16.12.1982,40,0,0,0,0,0
Martin Kuciak,FC Nitra,brankár,15.03.1982,41,7,178,59,14,0
Vladislav Palša,FK Poprad,obranca,08.10.1981,42,0,0,0,0,0
Viktor Maťaš,FK Poprad,obranca,03.03.1992,31,0,0,0,0,0
Tibor Slebodník,MFK Dukla Banská Bystrica,stredopoliar,21.09.2000,23,4,70,2,15,0
Tomáš Gajan,FK Poprad,obranca,10.10.1995,28,0,0,0,0,0
Tomáš Jenčo,FK Pohronie Žiar n.H. Dolná Ždaňa,brankár,29.09.1988,35,2,32,8,0,0
Viktor Vondryska,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,12.03.2001,22,1,1,0,0,0
Lukáš Tesák,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,08.03.1985,38,1,12,0,3,0
Ján Hatok,FC Tatran Prešov,obranca,11.07.1990,33,1,14,0,3,0
Mário Jacko,FK Pohronie Žiar n.H. Dolná Ždaňa,obranca,01.11.1996,26,0,0,0,0,0
Cedric Badolo,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,04.11.1998,24,3,58,3,6,1
Miroslav Viazanko,FK Železiarne Podbrezová,stredopoliar,27.10.1981,41,7,180,21,41,1
Ján Sojka,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,07.10.1990,33,1,2,0,0,0
Patrik Blahút,FK Železiarne Podbrezová,stredopoliar,07.10.1997,26,5,107,8,5,0
Roman Packo,FK Pohronie Žiar n.H. Dolná Ždaňa,brankár,05.04.1979,44,0,0,0,0,0
Besir Demiri,MŠK Žilina,obranca,01.08.1994,29,1,21,2,5,0
Tenton Yenne,MŠK Žilina,stredopoliar,07.07.2000,23,2,39,2,8,0
Peter Moses Eneji,ŠKF ORION TIP Sereď,stredopoliar,08.04.1999,24,2,29,6,6,0
Joss Didiba,FK Senica,obranca,07.11.1997,25,2,29,2,8,0
Rostyslav Dehtiar,MFK Zemplín Michalovce,brankár,30.03.1999,24,2,3,0,0,0
Matúš Turňa,FC Spartak Trnava,obranca,11.05.1986,37,9,235,8,33,3
Matúš Malý,MFK Ružomberok,obranca,11.07.2001,22,5,49,0,4,0
Dominik Veselovský,FC DAC 1904 Dunajská Streda,stredopoliar,19.07.2002,21,4,43,3,0,0
Sharani Zuberu,ŠK Slovan Bratislava,útočník,07.01.2000,23,5,67,7,4,0
Pavol Kohár,MFK Ružomberok,brankár,12.01.1998,25,0,0,0,0,0
Filip Hašek,FK Pohronie Žiar n.H. Dolná Ždaňa,stredopoliar,20.03.1997,26,2,11,0,1,0
Ondřej Novotný,MFK Ružomberok,útočník,05.02.1998,25,1,15,1,1,0
Jaroslav Kostelný,FK Železiarne Podbrezová,obranca,19.04.1985,38,4,71,3,25,2
Lovro Cvek,FK Senica,stredopoliar,06.07.1995,28,1,13,0,4,0
Luis Ramirez,FK Senica,stredopoliar,02.02.1997,26,1,13,0,2,0
Mateusz Zachara,FK Pohronie Žiar n.H. Dolná Ždaňa,útočník,27.03.1990,33,1,14,2,0,0
Jakub Tancík,MFK Ružomberok,stredopoliar,04.01.2000,23,3,26,1,3,1
Viktor Remeň,FC Nitra,stredopoliar,28.11.2000,22,0,0,0,0,0
Milan Ristovski,FC Spartak Trnava,útočník,08.04.1998,25,5,106,28,10,0
Bogdan Mitrea,FC Spartak Trnava,obranca,29.09.1987,36,1,20,6,5,1
